UWI,Nombre del Pozo,"Profundidad Total 
(ft)",Departamento,Cuenca,Lat,Lon,"Coordenada
X","Coordenada 
 Y","Elevación GL
(ft)","Elevacion 
(m)","Temperatura en superficie 
(°C)","BHT
(°F)","BHT
(°C)","Profundidad BHT
(ft)","Profundidad BHT 
(m)",Temperatura de formación (°C),Gradiente Geotérmico Aparente (°C/Km),Año de actualizacion del dato,Distance_To_Nearest_Volcano (m),Nearby Volcanos
LISA0013,LISAMA-13,8404,Santander,Valle Medio del Magdalena,7.140036,-73.545814,1059111.713008,1281035.482039,461.0,140.5128,27.497436,157.0,69.44444444444444,8404.0,2561.5392,78.23713654768208,19.808285794604306,2008.0,227834.30718473578,0
LISA0131,LISAMA-131,9344,Santander,Valle Medio del Magdalena,7.064608,-73.575994,1055786.739738,1272689.653706,450.0,137.16,27.5142,172.0,77.77777777777779,9500.0,2895.6000000000004,87.9046751615025,20.855945283016467,2008.0,219476.95552799376,0
LISA0132,LISAMA-132,9400,Santander,Valle Medio del Magdalena,7.063189,-73.579833,1055362.754325,1272532.215091,460.0,140.208,27.49896,171.0,77.22222222222223,9400.0,2865.1200000000003,87.23065036527781,20.847884334784514,2008.0,219068.3858283671,0
LISA0133,LISAMA-133,9260,Santander,Valle Medio del Magdalena,7.048153,-73.577139,1055662.251449,1270869.596401,450.0,137.16,27.5142,170.0,76.66666666666667,9250.0,2819.4,86.49594773656446,20.919964438023854,2008.0,218081.52996072648,0
LISA0135,LISAMA-135,9326,Santander,Valle Medio del Magdalena,7.058211,-73.573672,1056044.086247,1271982.42411,410.0,124.968,27.57516,166.0,74.44444444444444,9320.0,2840.7360000000003,84.35753606846465,19.988614242388117,2008.0,219147.3783597636,0
LISA0136,LISAMA-136,8500,Santander,Valle Medio del Magdalena,7.098356,-73.563867,1057122.560167,1276423.467662,500.0,152.4,27.438,157.0,69.44444444444444,8510.0,2593.848,78.36899456599113,19.635304214430114,2008.0,223104.6723761272,0
LISA0137,LISAMA-137,7900,Santander,Valle Medio del Magdalena,7.119758,-73.55365,1058248.613197,1278791.816023,455.0,138.684,27.50658,155.0,68.33333333333334,7900.0,2407.92,76.49397452225115,20.344278265993534,2008.0,225603.66269350844,0
LISA0138,LISAMA-138,8000,Santander,Valle Medio del Magdalena,7.114956,-73.554969,1058103.45565,1278260.485062,460.0,140.208,27.49896,154.0,67.77777777777779,8000.0,2438.4,76.06436871862954,19.916916305212247,2008.0,225116.8729474348,0
LISA0139,LISAMA-139,9110,Santander,Valle Medio del Magdalena,7.047397,-73.560014,1057554.529502,1270788.105708,369.0,112.47120000000001,27.637643999999998,166.0,74.44444444444444,9110.0,2776.728,84.10506748566095,20.33595782001729,2008.0,219352.3731957804,0
LISA0140,LISAMA-140,9400,Santander,Valle Medio del Magdalena,7.063358,-73.5721,1056217.177331,1272551.876128,445.0,135.636,27.521819999999998,165.0,73.88888888888889,9400.0,2865.1200000000003,83.89731703194447,19.67648720889333,2008.0,219677.66305599344,0
LISA0142,LISAMA-142,9081,Santander,Valle Medio del Magdalena,7.103792,-73.565147,1056980.420598,1277024.525865,450.0,137.16,27.5142,173.0,78.33333333333334,9061.0,2761.7928,87.9346156784635,21.877244259041987,2008.0,223443.50154465085,0
LISA0143,LISAMA-143,9400,Santander,Valle Medio del Magdalena,7.068139,-73.571486,1056284.428185,1273080.668446,450.0,137.16,27.5142,166.0,74.44444444444444,9408.0,2867.5584000000003,84.46237925351205,19.859466246097046,2008.0,220105.34481306293,0
LISA0144,LISAMA-144,7058,Santander,Valle Medio del Magdalena,7.123408,-73.55295,1058325.485049,1279195.584071,449.0,136.8552,27.515724,142.0,61.111111111111114,7050.0,2148.84,68.19687955350904,18.9316820021542,2008.0,225950.86624798237,0
LISA0146,LISAMA-146,7500,Santander,Valle Medio del Magdalena,7.126208,-73.550919,1058549.460094,1279505.513214,350.0,106.68,27.6666,148.0,64.44444444444444,7500.0,2286.0,72.09969429101439,19.437049121178646,2008.0,226330.91107237295,0
LISA0147,LISAMA-147,9145,Santander,Valle Medio del Magdalena,7.043122,-73.557058,1057881.632527,1270315.669837,405.0,123.444,27.58278,165.0,73.88888888888889,9145.0,2787.396,83.59180168909505,20.093672262245853,2008.0,219247.02514989694,0
LISA0148,LISAMA-148,7992,Santander,Valle Medio del Magdalena,7.110222,-73.557039,1057875.416478,1277736.725366,450.0,137.16,27.5142,174.0,78.88888888888889,7992.0,2435.9616,87.16541188066313,24.487747212707756,2008.0,224578.55291408274,0
LISA0015,LISAMA-15,7900,Santander,Valle Medio del Magdalena,7.105697,-73.552586,1058367.924006,1277236.832433,377.0,114.90960000000001,27.625452,152.0,66.66666666666667,7900.0,2407.92,74.82730785558448,19.602750861982326,2008.0,224555.8259822275,0
LISA0150,LISAMA-150,8643,Santander,Valle Medio del Magdalena,7.042886,-73.562131,1057321.203368,1270288.932665,338.0,103.0224,27.684888,165.0,73.88888888888889,8643.0,2634.3864000000003,82.97820716424738,20.989069471451632,2008.0,218832.3668934295,0
LISA0151,LISAMA-151,9700,Santander,Valle Medio del Magdalena,7.101376,-73.565596,1056931.123471,1276757.357061,430.0,131.064,27.54468,172.0,77.77777777777779,9700.0,2956.56,88.13911730856645,20.49491209668211,2008.0,223215.09663508748,0
LISA0152,LISAMA-152,8358,Santander,Valle Medio del Magdalena,7.106772,-73.564771,1057021.604551,1277354.228379,407.0,124.0536,27.579732,159.0,70.55555555555556,8358.0,2547.5184,79.2908901620228,20.29863971228738,2008.0,223711.8210199561,0
LISA0153,LISAMA-153,8850,Santander,Valle Medio del Magdalena,7.110295,-73.557158,1057862.260476,1277744.773015,449.0,136.8552,27.515724,164.0,73.33333333333334,8850.0,2697.48,82.67739583415853,20.44933487334791,2008.0,224575.3401399986,0
LISA0154,LISAMA-154,8200,Santander,Valle Medio del Magdalena,7.117631,-73.564681,1057030.21894,1278555.167561,452.0,137.7696,27.511152,157.589,69.77166666666668,8200.0,2499.36,78.30942630430393,20.324512796997602,2008.0,224593.912316463,0
LISA0016,LISAMA-16,8133,Santander,Valle Medio del Magdalena,7.116981,-73.546711,1059015.548756,1278485.490059,460.0,140.208,27.49896,146.0,63.333333333333336,8133.0,2478.9384,71.78707269755053,17.865757655595853,2008.0,225909.64014389363,0
LISA0160,LISAMA-160,5420,Santander,Valle Medio del Magdalena,7.140893,-73.548408,1058825.019585,1281129.965285,475.0,144.78,27.4761,138.0,58.88888888888889,5420.0,1652.016,63.94986904312643,22.078338855753472,2008.0,227707.1174609799,0
LISA0161,LISAMA-161,5651,Santander,Valle Medio del Magdalena,7.138431,-73.548337,1058833.166625,1280857.617261,447.0,136.2456,27.518772,138.0,58.88888888888889,5651.0,1722.4248,64.23011282759462,21.313755368358972,2008.0,227513.40230280728,0
LISA0162,LISAMA-162,3301,Santander,Valle Medio del Magdalena,7.13827,-73.548165,1058852.155147,1280839.821939,447.0,136.2456,27.518772,116.4,46.88888888888889,3301.0,1006.1448,49.567396218122305,21.91396727202914,2008.0,227513.42106880332,0
LISA0165,LISAMA-165,3470,Santander,Valle Medio del Magdalena,7.137628,-73.549153,1058743.146435,1280768.769928,432.0,131.6736,27.541632,120.0,48.88888888888889,3470.0,1057.656,51.742054503833835,22.88118490684479,2008.0,227386.66934558123,0
LISA0017,LISAMA-17,8775,Santander,Valle Medio del Magdalena,7.105572,-73.561992,1057328.817745,1277221.833052,409.0,124.6632,27.576684,156.0,68.88888888888889,8775.0,2674.6200000000003,78.14090882909908,18.9051995532446,2008.0,223827.13782371968,0
LISA0018,LISAMA-18,7900,Santander,Valle Medio del Magdalena,7.085347,-73.562011,1057329.176854,1274985.007937,410.0,124.968,27.57516,156.0,68.88888888888889,7932.0,2417.6736,77.08985695143647,20.480306750851923,2008.0,222205.99240622387,0
LISA0019,LISAMA-19,6258,Santander,Valle Medio del Magdalena,7.136972,-73.547533,1058922.161169,1280696.402597,450.0,137.16,27.5142,138.0,58.88888888888889,6233.6,1900.0012800000002,64.9486688283859,19.702338741785425,2008.0,227456.44894695864,0
LISA0020,LISAMA-20,6814,Santander,Valle Medio del Magdalena,7.131717,-73.550733,1058569.319722,1280114.750834,446.0,135.9408,27.520296,136.0,57.77777777777778,6814.0,2076.9072,64.56549705482519,17.83671463743069,2008.0,226789.37920428428,0
LISA0021,LISAMA-21,8797.5,Santander,Valle Medio del Magdalena,7.076261,-73.567936,1056675.669592,1273979.387676,447.0,136.2456,27.518772,161.0,71.66666666666667,8804.0,2683.4592000000002,80.95431230450355,19.912931899431726,2008.0,221025.70555982695,0
LISA0023,LISAMA-23,8628,Santander,Valle Medio del Magdalena,7.065072,-73.560919,1057452.298778,1272742.791825,481.0,146.6088,27.466956,162.0,72.22222222222223,8449.0,2575.2552,81.07094679708591,20.81502089466159,2008.0,220677.89636558015,0
LISA0025,LISAMA-25,12854,Santander,Valle Medio del Magdalena,7.060281,-73.551217,1058524.940331,1272214.063362,389.0,118.5672,27.607164,198.0,92.22222222222223,12854.0,3917.8992000000003,105.56815918564239,19.898673040297304,2008.0,221052.4339389202,0
LISA0026,LISAMA-26,10089,Santander,Valle Medio del Magdalena,7.141989,-73.545386,1059158.721565,1281251.511574,449.0,136.8552,27.515724,130.0,54.44444444444445,6300.0,1920.24,60.58700408840446,17.222472237014365,2008.0,228024.5899501776,0
LISA0028,LISAMA-28,3062,Santander,Valle Medio del Magdalena,7.133422,-73.545444,1059153.381398,1280304.049275,479.0,145.9992,27.470004,115.0,46.111111111111114,3050.0,929.6400000000001,48.53603925434452,22.660422587608664,2008.0,227328.52673686636,0
LISA0029,LISAMA-29,7900,Santander,Valle Medio del Magdalena,7.078397,-73.561778,1057355.811387,1274216.388561,421.0,128.32080000000002,27.558396,154.0,67.77777777777779,7900.0,2407.92,75.9384189666956,20.09203917351722,2008.0,221669.89117113713,0
LISA0030,LISAMA-30,8393,Santander,Valle Medio del Magdalena,7.082278,-73.555989,1057994.916386,1274646.289213,450.0,137.16,27.5142,155.0,68.33333333333334,8393.0,2558.1864,77.11231672213475,19.387999530501276,2008.0,222424.8744703435,0
LISA0031,LISAMA-31,8650,Santander,Valle Medio del Magdalena,7.071969,-73.561336,1057405.406895,1273505.548731,450.0,137.16,27.5142,160.0,71.11111111111111,8650.0,2636.52,80.20907899881301,19.986527315860684,2008.0,221192.79505565038,0
LISA0032,LISAMA-32,7810,Santander,Valle Medio del Magdalena,7.090542,-73.562014,1057328.225474,1275559.503109,389.0,118.5672,27.607164,151.0,66.11111111111111,7810.0,2380.4880000000003,74.1582297329486,19.55526166607376,2008.0,222620.7548837623,0
LISA0033,LISAMA-33,8518,Santander,Valle Medio del Magdalena,7.074928,-73.554997,1058105.403544,1273833.525435,394.0,120.0912,27.599543999999998,154.0,67.77777777777779,8518.0,2596.2864,76.71226077093799,18.91652506862802,2008.0,221917.50591478593,0
LISA0035,LISAMA-35,8327,Santander,Valle Medio del Magdalena,7.067739,-73.569644,1056487.962085,1273036.652816,427.0,130.1496,27.549252,156.0,68.88888888888889,8327.0,2538.0696000000003,77.5855258285939,19.71430327544757,2008.0,220215.4816764288,0
LISA0036,LISAMA-36,4314,Santander,Valle Medio del Magdalena,7.133767,-73.549558,1058698.864348,1280341.624618,550.0,167.64000000000001,27.3618,136.0,57.77777777777778,4314.0,1314.9072,61.54666503880992,25.99792976934792,2008.0,227044.03264600862,0
LISA0037,LISAMA-37,3739,Santander,Valle Medio del Magdalena,7.139494,-73.545589,1059136.638565,1280975.60028,461.0,140.5128,27.497436,150.0,65.55555555555556,3662.0,1116.1776,68.61083493102551,36.83410142886357,2008.0,227807.57124794475,0
LISA0038,LISAMA-38,8468,Santander,Valle Medio del Magdalena,7.073947,-73.560308,1057518.720721,1273724.41408,454.0,138.3792,27.508104,162.0,72.22222222222223,8468.0,2581.0464,81.0945809068998,20.761531798459643,2008.0,221429.30558889627,0
LISA0039,LISAMA-39,8149,Santander,Valle Medio del Magdalena,7.082064,-73.559906,1057562.207791,1274622.145534,433.0,131.9784,27.540108,159.0,70.55555555555556,8149.0,2483.8152,79.02937131316094,20.72990909837452,2008.0,222106.09483367068,0
LISA0004,LISAMA-4,15095,Santander,Valle Medio del Magdalena,7.135948,-73.542986,1059424.652598,1280583.745398,521.0,158.8008,27.405996,240.0,115.55555555555556,15556.0,4741.468800000001,129.5925071942276,21.55165740924576,2008.0,227718.95243175625,0
LISA0040,LISAMA-40,8200,Santander,Valle Medio del Magdalena,7.077553,-73.557306,1057850.029886,1274123.554604,451.0,137.4648,27.512676,161.0,71.66666666666667,8200.0,2499.36,80.20442630430392,21.08209713858905,2008.0,221947.57104798453,0
LISA0041,LISAMA-41,8635,Santander,Valle Medio del Magdalena,7.069347,-73.558153,1057757.446015,1273215.93551,461.0,140.5128,27.497436,160.0,71.11111111111111,8635.0,2631.9480000000003,80.19054127631145,20.0205723199362,2008.0,221230.79475291818,0
LISA0042,LISAMA-42,8906,Santander,Valle Medio del Magdalena,7.064097,-73.555942,1058002.399918,1272635.576753,397.0,121.0056,27.594972,160.0,71.11111111111111,8906.0,2714.5488,80.52369634457054,19.49816645203451,2008.0,220986.49552272225,0
LISA0043,LISAMA-43,7300,Santander,Valle Medio del Magdalena,7.129758,-73.546742,1059010.534314,1279898.665491,517.0,157.5816,27.412091999999998,148.0,64.44444444444444,7300.0,2225.04,71.84653846391734,19.970178722143125,2008.0,226934.5550401371,0
LISA0044,LISAMA-44,7515,Santander,Valle Medio del Magdalena,7.125819,-73.548422,1058825.386046,1279462.819258,442.0,134.7216,27.526391999999998,143.0,61.66666666666667,7513.0,2289.9624,69.33836726611044,18.25880427823201,2008.0,226489.50771647977,0
LISA0045,LISAMA-45,7308,Santander,Valle Medio del Magdalena,7.093742,-73.555675,1058028.163292,1275914.201279,430.0,131.064,27.54468,142.0,61.111111111111114,7280.0,2218.944,68.48788847418285,18.45166370768386,2008.0,223362.86749122693,0
LISA0047,LISAMA-47,7500,Santander,Valle Medio del Magdalena,7.101356,-73.560061,1057542.632793,1276755.729184,423.0,128.93040000000002,27.555348,150.0,65.55555555555556,7500.0,2286.0,73.2108054021255,19.971766142662077,2008.0,223636.16742224744,0
LISA0048,LISAMA-48,8000,Santander,Valle Medio del Magdalena,7.107383,-73.556994,1057880.688059,1277422.75691,409.0,124.6632,27.576684,156.0,68.88888888888889,8000.0,2438.4,77.17547982974064,20.34071351285295,2008.0,224354.0145838676,0
LISA0049,LISAMA-49,8773,Santander,Valle Medio del Magdalena,7.071872,-73.563925,1057119.379059,1273494.480158,439.0,133.8072,27.530964,160.0,71.11111111111111,8773.0,2674.0104,80.36067246905672,19.7567326099617,2008.0,220985.2501453386,0
LISA0005,LISAMA-5,8281,Santander,Valle Medio del Magdalena,7.13425,-73.549219,1058736.241864,1280395.119438,471.0,143.5608,27.482196,138.0,58.88888888888889,6832.0,2082.3936,65.69931138928753,18.352493682888543,2008.0,227108.74873671378,0
LISA0050,LISAMA-50,6100,Santander,Valle Medio del Magdalena,7.129983,-73.546847,1058998.850572,1279923.536409,500.0,152.4,27.438,138.0,58.88888888888889,6100.0,1859.2800000000002,64.78260096717317,20.08551749449957,2008.0,226944.69937113283,0
LISA0051,LISAMA-51,7135,Santander,Valle Medio del Magdalena,7.133639,-73.5456,1059136.16405,1280327.995781,477.0,145.3896,27.473052,143.0,61.66666666666667,7135.0,2174.748,68.85994203672199,19.03066012095286,2008.0,227334.17133399125,0
LISA0052,LISAMA-52,7050,Santander,Valle Medio del Magdalena,7.121953,-73.55015,1058634.999714,1279034.964184,466.0,142.0368,27.489815999999998,144.0,62.22222222222223,7050.0,2148.84,69.30799066462015,19.4608135852926,2008.0,226046.8005580567,0
LISA0053,LISAMA-53,7475,Santander,Valle Medio del Magdalena,7.11645,-73.552433,1058383.447266,1278426.080826,455.0,138.684,27.50658,152.0,66.66666666666667,7475.0,2278.38,74.29027799054609,20.5337555590139,2008.0,225430.297035697,0
LISA0054,LISAMA-54,7624,Santander,Valle Medio del Magdalena,7.111178,-73.553544,1058261.361438,1277842.850393,416.0,126.7968,27.566015999999998,144.0,62.22222222222223,7624.0,2323.7952,70.0343393921941,18.2754157475642,2008.0,224922.06874984992,0
LISA0055,LISAMA-55,7900,Santander,Valle Medio del Magdalena,7.111722,-73.549392,1058720.073617,1277903.584352,401.0,122.2248,27.588876,153.0,67.22222222222223,7900.0,2407.92,75.38286341114004,19.848660840534585,2008.0,225282.96200600357,0
LISA0056,LISAMA-56,7562,Santander,Valle Medio del Magdalena,7.125328,-73.553547,1058259.267099,1279407.800052,467.0,142.3416,27.488291999999998,146.0,63.333333333333336,7562.0,2304.8976000000002,71.0670312181924,18.907017482335174,2008.0,226060.25066197634,0
LISA0057,LISAMA-57,8409,Santander,Valle Medio del Magdalena,7.082539,-73.551819,1058455.549429,1274675.688544,460.0,140.208,27.49896,172.0,77.77777777777779,8409.0,2563.0632,86.57669959118736,23.049661667019123,2008.0,222767.30576370854,0
LISA0058,LISAMA-58,8550,Santander,Valle Medio del Magdalena,7.078381,-73.553272,1058295.559388,1274215.610525,438.0,133.5024,27.532488,160.0,71.11111111111111,8550.0,2606.04,80.08529818668964,20.16577266146707,2008.0,222324.86432497037,0
LISA0059,LISAMA-59,8515,Santander,Valle Medio del Magdalena,7.067156,-73.564658,1057038.937436,1272972.749571,442.0,134.7216,27.526391999999998,156.0,68.88888888888889,8506.0,2592.6288,77.80847156046627,19.394245547402033,2008.0,220553.98896922643,0
LISA0006,LISAMA-6,9750,Santander,Valle Medio del Magdalena,7.117542,-73.557753,1057795.630837,1278546.151494,467.0,142.3416,27.488291999999998,170.0,76.66666666666667,9750.0,2971.8,87.08606601470849,20.05443637348021,2008.0,225113.0157813741,0
LISA0060,LISAMA-60,8920,Santander,Valle Medio del Magdalena,7.060736,-73.568464,1056619.24496,1272262.309878,450.0,137.16,27.5142,158.0,70.0,8920.0,2718.8160000000003,79.42968794547672,19.094888343115795,2008.0,219750.3203500726,0
LISA0061,LISAMA-61,7771,Santander,Valle Medio del Magdalena,7.099919,-73.555094,1058091.53441,1276597.509309,440.0,134.112,27.52944,148.0,64.44444444444444,7771.0,2368.6008,72.4423275112567,18.96178009872187,2008.0,223901.207536028,0
LISA0062,LISAMA-62,7660,Santander,Valle Medio del Magdalena,7.121761,-73.555725,1058019.124356,1279013.059031,490.0,149.352,27.45324,142.0,61.111111111111114,7660.0,2334.768,68.96874556573644,17.781426491084527,2008.0,225607.17102745821,0
LISA0063,LISAMA-63,8574,Santander,Valle Medio del Magdalena,7.08715,-73.551453,1058495.471842,1275185.708746,460.0,140.208,27.49896,155.0,68.33333333333334,8574.0,2613.3552,77.33726914627711,19.07062199056489,2008.0,223162.1683509826,0
LISA0064,LISAMA-64,8385,Santander,Valle Medio del Magdalena,7.103794,-73.548861,1058779.7006,1277026.859185,441.0,134.4168,27.527915999999998,154.0,67.77777777777779,8273.0,2521.6104,76.40692562151048,19.384045061644134,2008.0,224688.93776001377,0
LISA0065,LISAMA-65,8112,Santander,Valle Medio del Magdalena,7.098517,-73.551081,1058535.158349,1276442.879664,426.0,129.84480000000002,27.550776,159.0,70.55555555555556,8110.0,2471.9280000000003,78.98042257558703,20.80547919501985,2008.0,224096.931439651,0
LISA0066,LISAMA-66,8390,Santander,Valle Medio del Magdalena,7.084775,-73.565644,1056927.826295,1274921.277568,426.0,129.84480000000002,27.550776,157.0,69.44444444444444,8390.0,2557.272,78.21968829806225,19.813657795518917,2008.0,221881.3472672252,0
LISA0067,LISAMA-67,8000,Santander,Valle Medio del Magdalena,7.112511,-73.55995,1057553.519163,1277989.507924,460.0,140.208,27.49896,150.0,65.55555555555556,8100.0,2468.88,73.96786487278443,18.82185641780258,2008.0,224540.7525570558,0
LISA0068,LISAMA-68,8233,Santander,Valle Medio del Magdalena,7.093119,-73.550867,1058559.472384,1275845.980871,398.0,121.3104,27.593448,158.0,70.0,8088.0,2465.2224,78.39723653914848,20.60819686659852,2008.0,223682.67519165346,0
LISA0069,LISAMA-69,8843,Santander,Valle Medio del Magdalena,7.0755,-73.563775,1057135.50614,1273895.721597,450.0,137.16,27.5142,155.0,68.33333333333334,8844.0,2695.6512000000002,77.67004368164436,18.60620679769117,2008.0,221285.4157460556,0
LISA0007,LISAMA-7,8459,Santander,Valle Medio del Magdalena,7.145542,-73.549231,1058733.564137,1281643.950132,494.0,150.5712,27.447143999999998,136.0,57.77777777777778,6139.0,1871.1672,63.71989725382078,19.385094637091104,2008.0,228021.30524744405,0
LISA0070,LISAMA-70,8950,Santander,Valle Medio del Magdalena,7.059836,-73.557133,1057871.270938,1272164.164344,460.0,140.208,27.49896,164.0,73.33333333333334,8950.0,2727.96,82.79963139942193,20.271804351758064,2008.0,220557.3197160062,0
LISA0071,LISAMA-71,8046,Santander,Valle Medio del Magdalena,7.087511,-73.565622,1056929.943301,1275223.884233,419.0,127.7112,27.561443999999998,158.0,70.0,8046.0,2452.4208000000003,78.34445233983709,20.70729800523511,2008.0,222101.73735769693,0
LISA0072,LISAMA-72,8298,Santander,Valle Medio del Magdalena,7.132725,-73.555547,1058037.387288,1280225.657802,435.0,132.588,27.53706,154.0,67.77777777777779,8602.0,2621.8896,76.8163878988648,18.79534817135886,2008.0,226505.94854613868,0
LISA0073,LISAMA-73,7662,Santander,Valle Medio del Magdalena,7.126897,-73.558886,1057669.259278,1279580.701168,459.0,139.9032,27.500484,150.0,65.55555555555556,7720.0,2353.056,73.4890198746877,19.544173991051508,2008.0,225781.8236263936,0
LISA0074,LISAMA-74,7750,Santander,Valle Medio del Magdalena,7.123519,-73.560825,1057455.481997,1279206.88466,446.0,135.9408,27.520296,146.0,63.333333333333336,7688.0,2343.3024,71.22636041688413,18.651482803450435,2008.0,225361.89331215853,0
LISA0075,LISAMA-75,6122,Santander,Valle Medio del Magdalena,7.118131,-73.564406,1057060.582328,1278610.455792,453.0,138.0744,27.509628,163.0,72.77777777777779,9863.0,3006.2424,83.32753352676554,18.567333601164542,2008.0,224655.14638899476,0
LISA0077,LISAMA-77,7123,Santander,Valle Medio del Magdalena,7.126011,-73.543494,1059369.757293,1279484.651323,459.0,139.9032,27.500484,138.0,58.88888888888889,7123.0,2171.0904,66.06698320946528,17.763654249249722,2008.0,226880.32533084095,0
LISA0079,LISAMA-79,8671,Santander,Valle Medio del Magdalena,7.057328,-73.568578,1056607.074437,1271885.349526,473.0,144.1704,27.479148,164.0,73.33333333333334,8671.0,2642.9208000000003,82.45723601063726,20.802018740265414,2008.0,219471.32609094633,0
LISA0008,LISAMA-8,9968,Santander,Valle Medio del Magdalena,7.128472,-73.552214,1058406.164513,1279755.730394,449.0,136.8552,27.515724,176.0,80.0,9968.0,3038.2464,90.66977232658247,20.786348443161973,2008.0,226415.0842995073,0
LISA0080,LISAMA-80,8791,Santander,Valle Medio del Magdalena,7.052764,-73.565242,1056976.239438,1271381.003657,410.0,124.968,27.57516,167.0,75.0,8790.0,2679.192,84.27045259525008,21.16133990966309,2008.0,219368.88977938745,0
LISA0081,LISAMA-81,9040,Santander,Valle Medio del Magdalena,7.049758,-73.562203,1057312.381596,1271048.966349,385.0,117.348,27.61326,154.0,67.77777777777779,9040.0,2755.3920000000003,77.35358120643714,18.051994491686536,2008.0,219367.87697895247,0
LISA0082,LISAMA-82,8945,Santander,Valle Medio del Magdalena,7.055183,-73.559825,1057574.44018,1271649.246344,400.0,121.92,27.5904,156.0,68.88888888888889,8945.0,2726.436,78.34908895088053,18.617231048475197,2008.0,219980.76915842397,0
LISA0083,LISAMA-83,9286,Santander,Valle Medio del Magdalena,7.054769,-73.554086,1058208.589116,1271604.182551,417.0,127.1016,27.564491999999998,166.0,74.44444444444444,9311.0,2837.9928,84.34678054000632,20.00790436818808,2008.0,220394.7399278048,0
LISA0084,LISAMA-84,7745,Santander,Valle Medio del Magdalena,7.122825,-73.561347,1057397.878458,1279130.02115,445.0,135.636,27.521819999999998,156.0,68.88888888888889,7744.0,2360.3712,76.85267242903001,20.89961630993888,2008.0,225266.25134038183,0
LISA0085,LISAMA-85,8012,Santander,Valle Medio del Magdalena,7.117875,-73.560219,1057523.088758,1278582.705911,436.0,132.8928,27.535536,156.0,68.88888888888889,8012.0,2442.0576,77.19057897135357,20.33328082488864,2008.0,224952.37420032846,0
LISA0086,LISAMA-86,7900,Santander,Valle Medio del Magdalena,7.112956,-73.556856,1057895.324759,1278039.054362,414.0,126.1872,27.569064,150.0,65.55555555555556,7900.0,2407.92,73.71619674447336,19.164728373232236,2008.0,224812.24345590585,0
LISA0087,LISAMA-87,7768,Santander,Valle Medio del Magdalena,7.128747,-73.555569,1058035.435537,1279785.721475,460.0,140.208,27.49896,140.0,60.0,7768.0,2367.6864,67.99409475284523,17.103250984946836,2008.0,226182.73258545197,0
LISA0088,LISAMA-88,7850,Santander,Valle Medio del Magdalena,7.104208,-73.555144,1058085.472208,1277071.842815,409.0,124.6632,27.576684,156.0,68.88888888888889,7850.0,2392.6800000000003,76.9864798034215,20.650398633925764,2008.0,224240.79964246272,0
LISA0089,LISAMA-89,7796,Santander,Valle Medio del Magdalena,7.134347,-73.552667,1058355.398302,1280405.43199,460.0,140.208,27.49896,152.0,66.66666666666667,7808.0,2379.8784,74.71126097180655,19.83811482628968,2008.0,226855.22047446063,0
LISA0009,LISAMA-9,10353,Santander,Valle Medio del Magdalena,7.139183,-73.552778,1058342.512295,1280940.277421,433.0,131.9784,27.540108,178.0,81.11111111111111,10316.0,3144.3168,92.17035570663822,20.554623410286844,2008.0,227238.09847604434,0
LISA0090,LISAMA-90,8260,Santander,Valle Medio del Magdalena,7.106931,-73.559936,1057555.749411,1277372.322964,443.0,135.0264,27.524867999999998,153.0,67.22222222222223,8260.0,2517.648,75.83510799581906,19.18863955398811,2008.0,224093.1598441316,0
LISA0091,LISAMA-91,8268,Santander,Valle Medio del Magdalena,7.112867,-73.553658,1058248.565195,1278029.62357,451.0,137.4648,27.512676,150.0,65.55555555555556,8206.0,2501.1888,74.10083288146737,18.626405524232066,2008.0,225048.97905045497,0
LISA0092,LISAMA-92,7550,Santander,Valle Medio del Magdalena,7.097892,-73.557425,1057834.301905,1276372.960309,428.0,130.4544,27.547728,149.0,65.0,7550.0,2301.2400000000002,72.71851637879844,19.628890675808883,2008.0,223560.41327841958,0
LISA0093,LISAMA-93,5500,Santander,Valle Medio del Magdalena,7.140672,-73.548767,1058785.433011,1281105.455394,460.0,140.208,27.49896,126.0,52.22222222222222,5500.0,1676.4,57.379914717363626,17.8244778796013,2008.0,227662.06449432924,0
LISA0094,LISAMA-94,8270,Santander,Valle Medio del Magdalena,7.0827,-73.551911,1058445.397701,1274693.494191,460.0,140.208,27.49896,152.0,66.66666666666667,8215.0,2503.9320000000002,75.22321844828006,19.0597262418788,2008.0,222772.99677765617,0
LISA0095,LISAMA-95,8276,Santander,Valle Medio del Magdalena,7.106836,-73.564978,1056998.760762,1277361.247956,396.0,120.7008,27.596496,154.0,67.77777777777779,8186.0,2495.0928000000004,76.29799188587938,19.518911635623084,2008.0,223701.20645466694,0
LISA0096,LISAMA-96,9100,Santander,Valle Medio del Magdalena,7.070078,-73.568581,1056605.214443,1273295.456587,440.0,134.112,27.52944,168.0,75.55555555555556,8801.0,2682.5448,84.83951785089121,21.36407110550072,2008.0,220483.5266244756,0
LISA0097,LISAMA-97,9950,Santander,Valle Medio del Magdalena,7.095781,-73.566747,1056804.636374,1276138.326873,430.0,131.064,27.54468,173.0,78.33333333333334,10000.0,3048.0,89.0394614729219,20.175453239147608,2008.0,222678.0431031759,0
LISA0098,LISAMA-98,8748,Santander,Valle Medio del Magdalena,7.101133,-73.565639,1056926.424834,1276730.454641,431.0,131.3688,27.543156,162.0,72.22222222222223,8220.0,2505.456,80.78503650483482,21.250375382698728,2008.0,223192.29413991712,0
